date,price,symbol
2024-11-21,291.38079833984375,VTI
2024-11-22,292.8226623535156,VTI
2024-11-25,294.2546081542969,VTI
2024-11-26,295.3310546875,VTI
2024-11-27,294.49163818359375,VTI
2024-11-29,296.1309814453125,VTI
2024-12-02,296.6938781738281,VTI
2024-12-03,296.6938781738281,VTI
2024-12-04,298.68878173828125,VTI
2024-12-05,297.8592224121094,VTI
2024-12-06,298.68878173828125,VTI
2024-12-09,296.78277587890625,VTI
2024-12-10,295.6668395996094,VTI
2024-12-11,298.0468444824219,VTI
2024-12-12,296.3482666015625,VTI
2024-12-13,296.2001037597656,VTI
2024-12-16,297.4049377441406,VTI
2024-12-17,295.9335021972656,VTI
2024-12-18,286.77874755859375,VTI
2024-12-19,286.37384033203125,VTI
2024-12-20,289.6328430175781,VTI
2024-12-23,291.2784423828125,VTI
2024-12-24,294.36956787109375,VTI
2024-12-26,294.5379943847656,VTI
2024-12-27,291.3478088378906,VTI
2024-12-30,288.1278991699219,VTI
2024-12-31,287.1272277832031,VTI
2025-01-02,286.58233642578125,VTI
2025-01-03,290.3471374511719,VTI
2025-01-06,291.9719543457031,VTI
2025-01-07,288.7124328613281,VTI
2025-01-08,288.9798889160156,VTI
2025-01-10,284.6404724121094,VTI
2025-01-13,285.1061096191406,VTI
2025-01-14,285.7500915527344,VTI
2025-01-15,290.9911193847656,VTI
2025-01-16,290.77313232421875,VTI
2025-01-17,293.45806884765625,VTI
2025-01-21,296.3708801269531,VTI
2025-01-22,297.8173522949219,VTI
2025-01-23,299.3827209472656,VTI
2025-01-24,298.5108642578125,VTI
2025-01-27,294.3497619628906,VTI
2025-01-28,296.8761291503906,VTI
2025-01-29,295.6080017089844,VTI
2025-01-30,297.46063232421875,VTI
2025-01-31,295.83587646484375,VTI
2025-02-03,293.6760559082031,VTI
2025-02-04,295.80615234375,VTI
2025-02-05,297.17340087890625,VTI
2025-02-06,297.9065246582031,VTI
2025-02-07,295.2414245605469,VTI
2025-02-10,297.13372802734375,VTI
2025-02-11,296.9752197265625,VTI
2025-02-12,295.994384765625,VTI
2025-02-13,299.08551025390625,VTI
2025-02-14,299.0458984375,VTI
2025-02-18,299.88800048828125,VTI
2025-02-19,300.31402587890625,VTI
2025-02-20,298.6990966796875,VTI
